,model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
2428,BMW,98254.0,85.0,diesel,grey,hatchback,False,False,False,False,True,True,True,103.0
2429,BMW,110288.0,85.0,diesel,red,hatchback,False,True,False,False,False,True,True,87.0
2430,BMW,155624.0,85.0,diesel,grey,hatchback,True,True,False,False,False,False,True,92.0
2431,Opel,77358.0,140.0,diesel,black,hatchback,True,True,False,False,False,True,True,171.0
2432,BMW,182178.0,85.0,diesel,black,hatchback,False,False,False,False,False,False,True,96.0
2433,BMW,117791.0,160.0,diesel,grey,hatchback,False,True,False,False,False,True,True,143.0
2434,BMW,75493.0,85.0,diesel,black,hatchback,False,False,False,False,False,False,True,99.0
2435,BMW,130333.0,85.0,diesel,black,hatchback,True,True,False,False,False,False,True,102.0
2436,BMW,120430.0,85.0,diesel,grey,hatchback,False,True,False,False,False,True,True,90.0
2437,BMW,131612.0,85.0,diesel,brown,hatchback,False,True,True,False,True,False,True,103.0
2438,BMW,140744.0,85.0,diesel,blue,hatchback,True,True,False,False,False,False,True,66.0
2439,Opel,55834.0,140.0,diesel,black,hatchback,False,True,False,False,True,True,True,148.0
2440,BMW,142955.0,85.0,diesel,brown,hatchback,False,True,False,False,False,True,True,93.0
2441,BMW,132797.0,85.0,diesel,grey,hatchback,True,True,True,False,True,True,True,91.0
2442,Mercedes,149038.0,100.0,diesel,blue,hatchback,True,True,False,False,False,False,True,114.0
2443,BMW,38596.0,85.0,diesel,black,hatchback,False,False,False,False,False,False,True,104.0
2444,Citroën,138170.0,90.0,diesel,black,hatchback,False,False,True,False,False,True,True,71.0
2445,Renault,187900.0,230.0,diesel,black,hatchback,True,True,True,False,True,False,True,181.0
2446,Mercedes,54239.0,100.0,diesel,brown,hatchback,True,True,False,False,False,True,True,140.0
2447,BMW,125822.0,85.0,diesel,grey,hatchback,False,False,False,False,False,False,True,94.0
2448,Audi,82450.0,135.0,diesel,grey,hatchback,True,True,False,True,True,False,True,132.0
2449,Opel,60366.0,135.0,diesel,grey,hatchback,False,True,False,True,True,True,True,162.0
2450,Volkswagen,88092.0,120.0,diesel,blue,hatchback,True,True,True,False,True,False,True,92.0
2451,BMW,155984.0,85.0,petrol,grey,hatchback,False,False,True,False,False,True,True,62.0
2452,Mercedes,200579.0,100.0,diesel,white,hatchback,True,True,False,False,True,False,True,115.0
2453,Mercedes,157398.0,100.0,diesel,blue,hatchback,False,False,False,False,False,False,True,124.0
2454,BMW,179112.0,85.0,diesel,black,hatchback,True,True,False,False,True,False,True,97.0
2455,BMW,19919.0,85.0,diesel,black,hatchback,False,True,False,False,False,False,True,129.0
2456,Audi,128102.0,135.0,diesel,blue,sedan,False,True,False,False,False,False,True,133.0
2457,Renault,153079.0,85.0,diesel,brown,sedan,False,True,False,False,False,False,True,105.0
2458,Audi,129456.0,180.0,diesel,blue,sedan,False,True,False,False,False,False,True,104.0
2459,Renault,126769.0,160.0,diesel,black,sedan,False,False,False,False,False,False,False,125.0
2460,Citroën,105069.0,135.0,diesel,blue,sedan,True,True,True,False,False,False,True,104.0
2461,Renault,230442.0,85.0,petrol,black,sedan,False,False,True,False,True,False,True,42.0
2462,Citroën,158734.0,120.0,diesel,grey,sedan,False,True,False,False,False,False,True,115.0
2463,Citroën,123696.0,135.0,diesel,silver,sedan,False,True,True,False,False,False,True,115.0
2464,Citroën,179627.0,120.0,diesel,grey,sedan,False,False,False,False,False,False,False,114.0
2465,Citroën,157195.0,120.0,diesel,black,sedan,False,True,False,False,False,False,True,109.0
2466,Renault,160598.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,102.0
2467,Peugeot,257168.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,46.0
2468,Renault,90328.0,135.0,diesel,black,sedan,False,False,False,False,False,False,False,135.0
2469,Audi,146901.0,230.0,diesel,black,sedan,True,True,False,False,True,True,True,155.0
2470,Renault,139992.0,85.0,diesel,silver,sedan,False,True,False,False,False,False,True,107.0
2471,Renault,146541.0,120.0,diesel,brown,sedan,True,True,False,False,False,False,True,121.0
2472,Renault,123045.0,135.0,diesel,silver,sedan,False,False,False,False,False,False,False,120.0
2473,Audi,230578.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,14.0
2474,PGO,98085.0,190.0,diesel,silver,sedan,False,False,False,False,False,False,True,132.0
2475,Citroën,132638.0,135.0,diesel,white,sedan,False,False,False,False,False,False,False,110.0
2476,Audi,48735.0,160.0,diesel,silver,sedan,False,False,False,False,False,False,False,132.0
2477,Citroën,160469.0,135.0,diesel,white,sedan,False,False,False,False,False,False,False,115.0
2478,Renault,182749.0,85.0,diesel,black,sedan,False,False,False,False,True,False,True,104.0
2479,Citroën,203631.0,120.0,diesel,blue,sedan,False,True,False,False,True,False,False,107.0
2480,Citroën,42220.0,135.0,diesel,black,sedan,False,False,False,False,False,False,False,135.0
2481,Citroën,41611.0,135.0,diesel,blue,sedan,False,True,False,False,False,False,True,132.0
2482,Peugeot,198795.0,100.0,diesel,grey,sedan,False,True,False,False,False,False,True,110.0
2483,Audi,41036.0,135.0,diesel,silver,sedan,False,False,False,False,False,False,False,157.0
2484,Peugeot,21858.0,105.0,diesel,blue,sedan,False,False,False,False,False,False,False,125.0
2485,Mercedes,126883.0,105.0,diesel,beige,sedan,False,True,False,False,False,False,True,113.0
2486,Citroën,130152.0,135.0,diesel,black,sedan,False,False,False,False,False,False,True,98.0
2487,Audi,147671.0,200.0,petrol,black,sedan,True,True,False,False,False,False,True,139.0
2488,Peugeot,92972.0,105.0,diesel,brown,sedan,False,False,False,False,False,False,False,122.0
2489,PGO,96573.0,180.0,diesel,grey,sedan,False,False,False,False,False,False,False,106.0
2490,Citroën,184231.0,120.0,diesel,brown,sedan,False,True,False,False,True,False,False,126.0
2491,Citroën,64062.0,135.0,diesel,black,sedan,False,False,False,False,False,False,False,128.0
2492,Audi,116906.0,135.0,diesel,beige,sedan,False,False,False,False,False,False,True,129.0
2493,Citroën,85174.0,135.0,diesel,silver,sedan,False,False,False,False,False,False,False,129.0
2494,Peugeot,367523.0,87.0,petrol,silver,sedan,False,False,False,False,False,False,True,26.0
2495,Peugeot,132195.0,100.0,diesel,grey,sedan,False,False,False,False,False,False,True,93.0
2496,Volkswagen,146659.0,180.0,diesel,white,sedan,False,True,False,False,False,False,True,143.0
2497,Citroën,150603.0,120.0,diesel,blue,sedan,False,True,False,False,True,False,True,128.0
2498,Renault,172022.0,135.0,diesel,grey,sedan,False,True,False,False,False,False,False,125.0
2499,Citroën,213954.0,120.0,diesel,brown,sedan,False,True,False,False,True,False,True,120.0
2500,Audi,189147.0,225.0,petrol,grey,sedan,False,True,True,False,True,False,True,112.0
2501,Audi,100160.0,135.0,diesel,brown,sedan,False,False,False,False,False,False,False,139.0
2502,Renault,72705.0,135.0,diesel,white,sedan,False,False,False,False,False,False,False,142.0
2503,Renault,94648.0,160.0,diesel,grey,sedan,False,True,False,False,False,False,True,129.0
2504,Renault,186511.0,120.0,diesel,grey,sedan,True,True,False,False,False,False,True,135.0
2505,Renault,53450.0,85.0,diesel,grey,sedan,False,True,False,False,False,False,False,60.0
2506,Volkswagen,222424.0,190.0,diesel,blue,sedan,False,False,False,False,False,False,False,141.0
2507,Renault,179833.0,85.0,diesel,beige,sedan,False,False,False,False,False,False,True,89.0
2508,Citroën,81891.0,120.0,diesel,black,sedan,False,False,False,False,False,False,False,122.0
2509,Citroën,145805.0,120.0,diesel,brown,sedan,False,False,False,False,False,False,False,128.0
2510,Citroën,171927.0,125.0,petrol,white,sedan,False,True,False,False,True,False,False,115.0
2511,Audi,159942.0,100.0,diesel,black,sedan,False,False,False,False,True,False,True,118.0
2512,Citroën,214439.0,120.0,diesel,blue,sedan,False,False,False,False,False,False,False,108.0
2513,Peugeot,295179.0,90.0,diesel,grey,sedan,True,False,False,False,False,False,True,62.0
2514,Maserati,167779.0,225.0,diesel,black,sedan,True,True,True,True,True,False,True,149.0
2515,Renault,144851.0,120.0,diesel,silver,sedan,True,True,False,False,True,False,True,132.0
2516,Peugeot,66685.0,100.0,diesel,red,sedan,True,False,False,False,True,True,True,117.0
2517,Citroën,90797.0,135.0,diesel,blue,sedan,False,False,False,False,False,False,True,125.0
2518,Renault,172602.0,85.0,diesel,black,sedan,False,True,False,False,False,False,True,104.0
2519,Audi,78311.0,100.0,diesel,silver,sedan,True,True,False,False,False,False,True,139.0
2520,Ferrari,200887.0,155.0,diesel,silver,sedan,True,True,False,False,True,False,True,76.0
2521,Audi,211573.0,105.0,diesel,black,sedan,True,True,False,False,True,False,True,134.0
2522,Peugeot,47091.0,100.0,diesel,grey,sedan,False,False,False,False,False,False,True,117.0
2523,Peugeot,249580.0,100.0,diesel,blue,sedan,True,True,False,False,False,False,True,76.0
2524,Renault,150004.0,120.0,diesel,grey,sedan,True,True,False,False,False,False,True,117.0
2525,Citroën,197897.0,135.0,diesel,black,sedan,False,False,False,False,False,False,True,113.0
2526,Renault,157002.0,230.0,diesel,black,sedan,True,True,True,False,True,False,True,182.0
2527,Renault,115929.0,135.0,diesel,brown,sedan,True,True,False,False,True,True,True,138.0
2528,Peugeot,132941.0,100.0,diesel,blue,sedan,False,True,False,False,False,False,True,112.0
2529,Peugeot,142754.0,100.0,diesel,black,sedan,True,True,False,False,False,False,True,117.0
2530,Renault,123829.0,135.0,diesel,black,sedan,True,True,False,False,True,False,True,132.0
2531,Renault,84904.0,135.0,diesel,grey,sedan,False,True,True,False,True,False,True,142.0
2532,Peugeot,162423.0,100.0,diesel,blue,sedan,True,True,False,False,False,False,True,120.0
2533,Volkswagen,155992.0,190.0,diesel,blue,sedan,True,True,True,False,False,False,True,141.0
2534,Citroën,165844.0,120.0,diesel,blue,sedan,True,True,False,False,True,False,True,119.0
2535,Renault,89667.0,135.0,diesel,black,sedan,False,False,False,False,False,False,False,140.0
2536,Audi,159333.0,100.0,diesel,brown,sedan,True,True,False,False,True,False,True,124.0
2537,Audi,161163.0,145.0,diesel,black,sedan,True,False,False,False,False,True,True,92.0
2538,Renault,52683.0,135.0,diesel,grey,sedan,True,True,False,False,True,False,True,146.0
2539,Peugeot,119981.0,100.0,diesel,blue,sedan,False,True,False,False,False,False,True,105.0
2540,Lexus,69146.0,280.0,diesel,black,sedan,True,True,True,True,True,False,True,193.0
2541,Audi,175017.0,150.0,diesel,black,sedan,True,True,False,False,False,False,True,128.0
2542,Renault,158961.0,120.0,diesel,blue,sedan,True,True,False,False,False,False,True,122.0
2543,Audi,185078.0,100.0,diesel,black,sedan,False,True,False,False,True,False,True,123.0
2544,Citroën,97122.0,135.0,diesel,silver,sedan,False,False,False,False,False,False,False,118.0
2545,Renault,169783.0,135.0,petrol,beige,sedan,False,True,False,False,False,False,True,117.0
2546,Renault,161835.0,135.0,diesel,white,sedan,True,True,False,False,True,False,True,138.0
2547,Peugeot,214508.0,100.0,diesel,grey,sedan,True,False,False,False,False,False,True,74.0
2548,Citroën,194450.0,120.0,diesel,black,sedan,True,True,False,False,True,True,True,117.0
2549,Audi,105010.0,155.0,diesel,grey,sedan,True,True,False,True,False,False,True,127.0
2550,Citroën,204477.0,210.0,diesel,silver,sedan,True,True,True,False,True,True,True,127.0
2551,Volkswagen,55305.0,190.0,diesel,black,sedan,True,True,False,True,False,False,True,164.0
2552,Peugeot,173081.0,100.0,diesel,grey,sedan,False,True,False,False,False,False,True,99.0
2553,Citroën,214863.0,125.0,petrol,black,sedan,False,True,False,False,True,False,True,109.0
2554,Renault,127694.0,135.0,diesel,grey,sedan,True,True,False,False,True,False,True,139.0
2555,Opel,173353.0,135.0,diesel,silver,sedan,False,True,False,True,True,True,True,146.0
2556,Citroën,115233.0,105.0,diesel,blue,sedan,True,True,True,False,True,True,True,91.0
2557,Citroën,93621.0,135.0,diesel,red,sedan,False,False,False,False,False,False,False,124.0
2558,Citroën,130961.0,120.0,diesel,blue,sedan,True,True,False,False,False,True,True,133.0
2559,Ferrari,94390.0,190.0,diesel,grey,sedan,True,True,True,True,False,False,True,181.0
2560,Citroën,165053.0,127.0,petrol,black,sedan,True,True,False,False,True,False,True,104.0
2561,Renault,166606.0,135.0,diesel,black,sedan,True,True,False,False,True,False,True,137.0
2562,Renault,173107.0,87.0,diesel,red,sedan,True,True,False,False,True,False,True,122.0
2563,Renault,160709.0,140.0,diesel,black,sedan,True,True,False,False,True,True,True,136.0
2564,Audi,143810.0,135.0,diesel,brown,sedan,True,True,True,False,True,False,True,139.0
2565,BMW,97991.0,85.0,diesel,white,sedan,True,True,False,False,True,False,True,115.0
2566,Citroën,117271.0,135.0,diesel,blue,sedan,False,True,False,False,True,False,True,121.0
2567,Citroën,141507.0,105.0,diesel,grey,sedan,False,True,False,False,False,False,True,103.0
2568,Audi,148493.0,220.0,diesel,grey,sedan,True,True,False,False,True,False,True,133.0
2569,Renault,225811.0,120.0,diesel,black,sedan,False,True,False,False,False,False,True,115.0
2570,Audi,177671.0,190.0,diesel,black,sedan,True,True,False,False,False,False,True,157.0
2571,Renault,77927.0,120.0,diesel,grey,sedan,True,True,False,False,False,False,True,136.0
2572,Audi,70807.0,190.0,diesel,black,sedan,False,True,False,False,False,False,True,155.0
2573,Citroën,201565.0,120.0,diesel,black,sedan,False,True,False,False,True,False,True,116.0
2574,Audi,229880.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,14.0
2575,Renault,128498.0,140.0,diesel,black,sedan,False,True,True,False,True,True,True,141.0
2576,Citroën,124334.0,105.0,diesel,grey,sedan,True,True,True,False,False,True,True,113.0
2577,Citroën,174444.0,135.0,diesel,black,sedan,False,True,False,False,True,False,True,116.0
2578,Renault,102162.0,120.0,diesel,grey,sedan,True,True,False,False,True,False,True,137.0
2579,Audi,134043.0,160.0,diesel,grey,sedan,True,True,False,True,True,True,True,157.0
2580,Renault,200436.0,85.0,diesel,grey,sedan,True,True,False,False,False,False,True,116.0
2581,Maserati,172367.0,230.0,diesel,grey,sedan,True,True,True,True,True,True,True,168.0
2582,Ferrari,212425.0,180.0,diesel,white,sedan,True,True,False,False,True,False,True,139.0
2583,Ferrari,119441.0,190.0,diesel,black,sedan,True,True,False,True,True,False,True,164.0
2584,Peugeot,183011.0,100.0,diesel,black,sedan,False,True,False,False,True,True,True,128.0
2585,Citroën,144089.0,137.0,petrol,black,sedan,True,True,False,False,True,False,True,112.0
2586,Renault,157439.0,140.0,diesel,grey,sedan,True,True,True,False,False,False,True,147.0
2587,Audi,77628.0,105.0,diesel,black,sedan,True,True,True,False,True,False,True,143.0
2588,Citroën,187698.0,120.0,diesel,brown,sedan,False,True,False,False,False,False,True,114.0
2589,Citroën,113448.0,135.0,diesel,black,sedan,False,True,False,False,False,False,True,117.0
2590,Renault,186107.0,135.0,diesel,grey,sedan,False,True,False,False,False,False,True,127.0
2591,Renault,178231.0,77.0,petrol,green,sedan,False,False,False,False,False,True,True,26.0
2592,Renault,178527.0,135.0,diesel,brown,sedan,True,True,False,False,True,True,True,133.0
2593,Citroën,181499.0,120.0,diesel,brown,sedan,True,True,False,False,True,False,True,114.0
2594,BMW,149252.0,85.0,diesel,black,sedan,False,True,False,False,False,True,True,106.0
2595,Renault,133437.0,120.0,diesel,black,sedan,False,True,False,False,False,False,True,122.0
2596,Renault,189039.0,135.0,diesel,blue,sedan,True,True,True,False,True,True,True,148.0
2597,Citroën,89283.0,120.0,diesel,brown,sedan,False,True,False,False,False,False,True,113.0
2598,Ferrari,309061.0,155.0,diesel,blue,sedan,True,True,True,False,True,False,True,127.0
2599,Peugeot,177054.0,105.0,diesel,black,sedan,True,False,False,False,False,True,True,112.0
2600,Renault,81796.0,135.0,diesel,silver,sedan,False,True,True,True,True,False,True,155.0
2601,Peugeot,151886.0,100.0,diesel,white,sedan,False,False,False,False,False,False,True,103.0
2602,Citroën,205558.0,120.0,diesel,black,sedan,False,True,False,False,True,False,True,113.0
2603,Renault,159699.0,120.0,diesel,black,sedan,False,True,False,False,False,False,True,110.0
2604,Citroën,135935.0,135.0,diesel,red,sedan,True,True,True,True,True,False,True,132.0
2605,Audi,170871.0,160.0,diesel,brown,sedan,True,True,False,True,True,False,True,136.0
2606,Renault,52986.0,135.0,diesel,grey,sedan,True,True,False,False,True,False,True,152.0
2607,Renault,219417.0,110.0,diesel,black,sedan,True,True,False,False,False,False,True,87.0
2608,Citroën,150228.0,120.0,diesel,brown,sedan,True,True,False,False,False,False,True,118.0
2609,Audi,129421.0,135.0,diesel,white,sedan,False,False,False,True,True,False,True,133.0
2610,Renault,133648.0,85.0,diesel,brown,sedan,True,True,True,False,True,False,True,111.0
2611,Audi,230264.0,85.0,diesel,black,sedan,False,False,False,False,False,False,True,14.0
2612,Audi,171262.0,150.0,diesel,black,sedan,True,True,False,False,False,False,True,127.0
2613,Renault,207133.0,120.0,diesel,black,sedan,True,True,False,False,False,True,True,105.0
2614,Renault,141639.0,140.0,diesel,grey,sedan,True,True,True,False,True,True,True,149.0
2615,Renault,17024.0,140.0,diesel,grey,sedan,False,False,False,False,False,False,False,164.0
2616,Renault,129929.0,135.0,diesel,black,sedan,True,True,False,False,True,False,True,130.0
2617,Citroën,161522.0,135.0,diesel,brown,sedan,False,True,False,False,False,False,True,115.0
2618,Renault,123940.0,120.0,diesel,black,sedan,True,True,False,False,True,False,True,126.0
2619,Audi,181271.0,112.0,diesel,white,sedan,True,True,True,False,True,False,True,140.0
2620,Audi,229171.0,155.0,diesel,grey,sedan,True,True,True,False,True,False,True,128.0
2621,Citroën,98740.0,120.0,diesel,grey,sedan,False,False,False,False,False,False,True,93.0
2622,Renault,89102.0,120.0,diesel,black,sedan,True,True,False,False,False,False,True,137.0
2623,Renault,93358.0,130.0,diesel,black,sedan,True,True,True,False,True,False,True,112.0
2624,Peugeot,211224.0,105.0,diesel,silver,sedan,True,True,False,False,True,False,True,115.0
2625,Renault,186493.0,120.0,diesel,grey,sedan,True,True,False,False,True,False,True,130.0
2626,Renault,134329.0,135.0,diesel,black,sedan,True,True,False,True,True,True,True,153.0
2627,Citroën,223093.0,135.0,diesel,black,sedan,True,True,True,False,False,False,True,120.0
2628,Citroën,141977.0,135.0,petrol,black,sedan,False,True,False,False,False,False,True,113.0
2629,Citroën,128360.0,135.0,diesel,brown,sedan,False,False,False,False,True,True,True,128.0
2630,Audi,112197.0,190.0,diesel,black,sedan,True,True,False,True,True,True,True,157.0
2631,Renault,150262.0,135.0,diesel,silver,sedan,True,True,False,False,True,False,True,140.0
2632,Peugeot,170985.0,105.0,diesel,black,sedan,False,True,False,False,False,False,True,103.0
2633,Renault,171778.0,135.0,diesel,blue,sedan,True,True,True,False,True,True,True,137.0
2634,Renault,107714.0,140.0,diesel,black,sedan,False,True,False,False,True,False,True,130.0
2635,Citroën,123428.0,135.0,diesel,grey,sedan,False,False,False,True,False,False,True,114.0
2636,Citroën,161335.0,135.0,diesel,white,sedan,False,False,False,False,False,False,False,28.0
2637,Peugeot,144839.0,100.0,diesel,black,sedan,True,True,False,False,True,True,True,125.0
2638,Ferrari,181982.0,155.0,diesel,black,sedan,True,True,True,False,True,False,True,141.0
2639,Renault,103982.0,230.0,diesel,grey,sedan,True,True,True,True,True,False,True,202.0
2640,Renault,129287.0,135.0,diesel,black,sedan,True,True,False,False,False,False,True,129.0
2641,Peugeot,384170.0,85.0,diesel,blue,sedan,True,False,False,False,False,False,True,44.0
2642,Renault,166318.0,135.0,diesel,grey,sedan,True,True,True,False,True,True,True,130.0
2643,Peugeot,127412.0,100.0,diesel,black,sedan,True,True,False,False,False,False,True,109.0
2644,Renault,212548.0,120.0,diesel,grey,sedan,True,True,True,False,False,False,True,115.0
2645,Renault,136026.0,110.0,diesel,blue,sedan,True,True,False,False,False,False,True,85.0
2646,Peugeot,106526.0,105.0,diesel,silver,sedan,True,False,False,False,False,False,True,111.0
2647,Citroën,206433.0,135.0,diesel,black,sedan,False,True,False,True,False,False,True,108.0
2648,Renault,171086.0,135.0,diesel,white,sedan,False,True,False,False,True,False,True,147.0
2649,Citroën,206615.0,135.0,diesel,white,sedan,False,True,False,False,True,True,True,127.0
2650,Audi,96830.0,190.0,diesel,black,sedan,True,True,False,True,True,True,True,162.0
2651,Renault,161554.0,120.0,diesel,silver,sedan,True,True,False,False,True,False,True,123.0
2652,Audi,171823.0,150.0,diesel,brown,sedan,True,True,True,False,False,False,True,111.0
2653,Renault,92281.0,120.0,diesel,black,sedan,True,True,True,False,True,True,True,134.0
2654,Peugeot,147513.0,90.0,diesel,grey,sedan,False,False,False,False,False,False,True,73.0
2655,Peugeot,153749.0,100.0,diesel,black,sedan,False,True,False,False,False,False,True,114.0
2656,Citroën,113340.0,135.0,diesel,grey,sedan,True,False,True,True,True,False,True,123.0
2657,Renault,164047.0,140.0,diesel,brown,sedan,True,True,False,False,True,False,True,147.0
2658,Mercedes,147958.0,100.0,diesel,grey,sedan,False,True,False,False,False,False,True,105.0
2659,Citroën,123083.0,120.0,diesel,blue,sedan,False,True,False,False,True,False,True,124.0
2660,Citroën,170879.0,122.0,diesel,grey,sedan,True,True,False,False,True,False,True,112.0
2661,Renault,89985.0,135.0,diesel,grey,sedan,False,True,False,False,True,False,True,120.0
2662,Audi,167286.0,155.0,diesel,grey,sedan,True,True,False,False,True,False,True,137.0
2663,Renault,164519.0,120.0,diesel,grey,sedan,True,True,False,False,False,False,True,122.0
2664,Renault,156998.0,85.0,diesel,grey,sedan,True,True,False,False,False,False,True,103.0
2665,Citroën,136554.0,160.0,diesel,black,sedan,True,True,False,False,False,False,True,144.0
2666,Renault,127593.0,135.0,diesel,grey,sedan,True,True,False,False,True,False,True,138.0
2667,Peugeot,44668.0,100.0,diesel,blue,sedan,True,True,False,False,False,False,True,132.0
2668,Audi,55142.0,135.0,diesel,blue,sedan,False,False,False,False,False,False,False,150.0
2669,Audi,225618.0,190.0,diesel,black,sedan,False,True,False,True,False,False,True,146.0
2670,Citroën,194373.0,120.0,diesel,black,sedan,True,False,False,False,False,False,True,112.0
2671,Peugeot,122823.0,105.0,diesel,white,sedan,False,True,False,False,True,False,True,112.0
2672,Citroën,102856.0,135.0,diesel,black,sedan,False,True,False,True,False,False,True,139.0
2673,Renault,92154.0,120.0,diesel,grey,sedan,True,True,False,False,False,False,True,128.0
2674,BMW,116586.0,280.0,diesel,blue,sedan,True,True,True,True,False,True,True,192.0
2675,Renault,171722.0,87.0,diesel,black,sedan,False,False,False,False,False,False,True,102.0
2676,Renault,149337.0,120.0,diesel,black,sedan,True,True,True,False,True,False,True,122.0
2677,Citroën,73456.0,120.0,diesel,brown,sedan,True,True,False,False,True,False,True,132.0
2678,Audi,5578.0,195.0,diesel,grey,sedan,True,True,True,False,False,True,True,250.0
2679,Audi,171542.0,160.0,diesel,black,sedan,False,True,False,False,True,False,True,137.0
2680,Renault,47317.0,230.0,diesel,black,sedan,True,True,True,True,False,False,True,211.0
2681,Audi,161547.0,190.0,diesel,black,sedan,False,True,True,False,True,False,True,143.0
2682,Ferrari,181873.0,155.0,diesel,black,sedan,True,True,False,False,True,False,True,75.0
2683,Peugeot,122576.0,100.0,diesel,blue,sedan,False,True,False,False,False,False,True,107.0
2684,Citroën,58264.0,135.0,diesel,black,sedan,False,True,False,True,False,False,True,140.0
2685,Renault,168829.0,120.0,diesel,black,sedan,True,True,False,False,True,False,True,141.0
2686,Audi,108675.0,230.0,diesel,grey,sedan,False,True,False,False,False,True,True,175.0
2687,Audi,167128.0,112.0,diesel,blue,sedan,False,True,True,False,True,False,True,126.0
2688,Citroën,141751.0,120.0,diesel,brown,sedan,False,True,False,False,True,False,True,119.0
2689,Maserati,185874.0,225.0,diesel,black,sedan,True,True,True,False,True,False,True,150.0
2690,Renault,179134.0,120.0,diesel,grey,sedan,True,True,True,False,True,False,True,114.0
2691,Citroën,226813.0,100.0,diesel,silver,sedan,False,False,True,False,True,False,True,32.0
2692,Renault,154617.0,120.0,diesel,white,sedan,True,True,False,False,True,False,True,152.0
2693,Citroën,60959.0,120.0,diesel,grey,sedan,False,False,False,False,False,False,False,120.0
2694,Citroën,149173.0,105.0,diesel,black,sedan,False,True,False,False,True,False,True,116.0
2695,Audi,192035.0,100.0,diesel,silver,sedan,True,True,True,False,True,False,True,132.0
2696,Renault,156841.0,120.0,diesel,brown,sedan,True,True,False,False,False,False,True,123.0
2697,Peugeot,125465.0,105.0,diesel,blue,sedan,False,True,False,True,False,False,True,120.0
2698,Audi,251476.0,160.0,diesel,silver,sedan,True,True,False,False,True,False,True,75.0
2699,Audi,215503.0,155.0,diesel,silver,sedan,True,True,False,True,True,True,True,141.0
2700,Renault,163143.0,135.0,diesel,grey,sedan,True,True,False,False,False,True,True,132.0
2701,Maserati,202920.0,240.0,petrol,silver,sedan,True,True,True,False,True,True,True,135.0
2702,Audi,139680.0,160.0,petrol,blue,sedan,True,True,False,False,True,True,True,97.0
2703,Volkswagen,123306.0,135.0,diesel,silver,sedan,True,True,False,False,True,False,True,148.0
2704,Citroën,189055.0,135.0,diesel,black,sedan,True,True,False,False,True,False,True,123.0
2705,Peugeot,232154.0,100.0,diesel,black,sedan,False,True,False,False,False,False,True,75.0
2706,Audi,61948.0,230.0,diesel,black,sedan,True,True,True,True,True,True,True,184.0
2707,Renault,138897.0,135.0,diesel,white,sedan,False,True,False,False,True,False,True,139.0
2708,Renault,91892.0,135.0,diesel,black,sedan,True,True,False,False,True,True,True,151.0
2709,Citroën,124823.0,125.0,petrol,black,sedan,False,True,False,False,False,False,True,99.0
2710,Citroën,187662.0,120.0,diesel,black,sedan,False,True,False,False,True,False,True,115.0
2711,Renault,155824.0,120.0,diesel,grey,sedan,True,True,False,False,False,False,True,114.0
2712,Opel,69585.0,140.0,diesel,black,sedan,True,True,False,False,True,True,True,163.0
2713,Citroën,172734.0,110.0,petrol,blue,sedan,True,True,True,False,False,False,True,62.0
2714,Peugeot,49664.0,100.0,diesel,white,sedan,True,False,False,False,False,False,True,103.0
2715,Lamborghini,121495.0,230.0,diesel,white,sedan,True,True,False,False,True,True,True,169.0
2716,Audi,112236.0,230.0,diesel,black,sedan,True,True,True,False,True,True,True,162.0
2717,Audi,185693.0,120.0,diesel,silver,sedan,True,False,False,False,False,False,True,49.0
2718,Renault,131102.0,135.0,diesel,silver,sedan,True,True,False,False,True,False,True,137.0
2719,Citroën,155526.0,120.0,diesel,grey,sedan,False,False,False,False,False,False,False,123.0
2720,Renault,124629.0,135.0,diesel,white,sedan,True,False,False,False,False,False,True,120.0
2721,Audi,178938.0,190.0,diesel,grey,sedan,False,False,False,False,False,False,False,131.0
2722,Audi,183177.0,100.0,diesel,black,sedan,True,True,False,False,False,False,True,120.0
2723,BMW,118975.0,280.0,diesel,blue,sedan,True,True,True,True,False,True,True,207.0
2724,Renault,167672.0,85.0,diesel,brown,sedan,True,True,False,False,False,False,True,115.0
2725,Renault,92136.0,140.0,diesel,white,sedan,True,True,False,False,True,True,True,157.0
2726,Citroën,98755.0,120.0,diesel,brown,sedan,True,True,False,False,False,False,True,122.0
2727,Audi,198148.0,150.0,diesel,grey,sedan,True,True,True,False,False,False,True,103.0
2728,Renault,90668.0,135.0,diesel,black,sedan,False,False,False,False,False,False,False,137.0
2729,Audi,88912.0,220.0,diesel,grey,sedan,True,True,False,False,True,True,True,148.0
2730,Citroën,186743.0,110.0,diesel,black,sedan,False,True,False,False,False,False,True,86.0
2731,Audi,185074.0,190.0,diesel,grey,sedan,True,True,False,False,True,False,True,143.0
2732,Renault,95241.0,85.0,diesel,blue,sedan,False,True,False,False,False,False,True,110.0
2733,BMW,134952.0,180.0,petrol,blue,sedan,False,True,False,False,True,True,True,148.0
2734,Audi,124805.0,230.0,diesel,black,sedan,True,True,False,False,False,True,True,179.0
